1,0.63082511886023
2,0.514193407259881
3,0.317577235167846
4,0.594866291852668
5,0.776680493494496
6,0.124984283931553
7,0.0587104726582766
8,0.394524588482454
9,0.0778678050264716
10,0.528491420671344
11,0.273665515007451
12,0.94305877154693
13,0.891403739573434
14,0.671221551019698
15,0.499327905708924
16,0.597035721875727
17,0.889020054368302
18,0.255455497652292
19,0.0906955474056304
20,0.450264209881425
21,0.983478175243363
22,0.303533829748631
23,0.874995225341991
24,0.489001571433619
25,0.337729831924662
26,0.640423451550305
27,0.128605782054365
28,0.801852768287063
29,0.911690758308396
30,0.2843571244739
31,0.589917781064287
32,0.890187007142231
33,0.039141895249486
34,0.72190559306182
35,0.278184434399009
36,0.48557420540601
37,0.325176047859713
38,0.540814308682457
39,0.383504879893735
40,0.730899538379163
41,0.931370523991063
42,0.894969065440819
43,0.557112250709906
44,0.186725570354611
45,0.349919361295179
46,0.770259250421077
47,0.821766415378079
48,0.954070497537032
49,0.865672087064013
50,0.185976370004937
51,0.683773735305294
52,0.769624467007816
53,0.483657322824001
54,0.965553171467036
55,0.585119359660894
56,0.662947653327137
57,0.869340226287022
58,0.235987272113562
59,0.648230440914631
60,0.264781422214583
61,0.470889218850061
62,0.00276626134291291
63,0.490738060092553
64,0.888020366197452
65,0.808923189993948
66,0.825584512669593
67,0.021249511744827
68,0.289032148197293
69,0.896282465895638
70,0.509784260764718
71,0.950175888836384
72,0.878502389183268
73,0.736263719853014
74,0.944873029366136
75,0.248085264116526
76,0.801279204199091
77,0.266659344080836
78,0.0704262694343925
79,0.182199741015211
80,0.478471899172291
81,0.627738535869867
82,0.822388290893286
83,0.0498537896201015
84,0.368212177651003
85,0.0674854391254485
86,0.122369847493246
87,0.2739465048071
88,0.0464380462653935
89,0.730039054062217
90,0.154809817438945
91,0.440434683347121
92,0.595783071825281
93,0.20296553010121
94,0.360918617574498
95,0.359188528964296
96,0.226184044731781
97,0.703476592898369
98,0.712637756252661
99,0.378513525472954
100,0.819032212486491
101,0.962453545536846
102,0.907651397399604
103,0.515077834716067
