1,5
2,9
3,7
4,12
5,8
6,10
7,12
8,13
9,12
10,14
11,7
12,7
13,9
14,10
15,5
16,5
17,6
18,10
19,12
20,6
21,6
22,8
23,11
24,16
25,11
26,12
27,11
28,6
29,5
30,8
31,13
32,9
33,13
34,8
35,11
36,9
37,15
38,9
39,10
40,11
41,10
42,12
43,8
44,12
45,7
46,14
47,10
48,8
49,7
50,11
51,9
52,4
53,10
54,10
55,10
56,9
57,6
58,11
59,10
60,13
61,15
62,12
63,17
64,5
65,10
66,18
67,8
68,9
69,12
70,11
71,15
72,13
73,12
74,9
75,8
76,5
77,8
78,14
79,8
80,11
81,8
82,9
83,10
84,7
85,10
86,7
87,12
88,5
89,16
90,10
91,14
92,7
93,6
94,13
95,12
96,10
97,12
98,11
99,10
100,11
101,8
102,6
103,12
104,10
105,14
106,13
107,16
108,8
109,10
110,8
111,13
112,8
113,12
114,9
115,3
116,12
117,16
118,7
119,8
120,9
121,11
122,9
123,9
124,4
125,11
126,10
127,9
128,5
129,8
130,12
131,9
132,8
133,12
134,10
135,3
136,9
137,11
138,10
139,11
140,10
141,15
142,12
143,8
144,12
145,8
146,9
147,5
148,5
149,7
150,10
151,13
152,8
153,12
154,10
155,10
156,7
157,11
158,7
159,6
160,9
161,10
162,5
163,12
164,7
165,10
166,8
167,13
168,6
169,11
170,7
171,17
172,11
173,17
174,6
175,7
176,10
177,8
178,14
179,14
180,9
181,10
182,11
183,9
184,7
185,9
186,15
187,10
188,13
189,8
190,5
191,12
192,10
193,14
194,15
195,11
196,8
197,11
198,13
199,14
200,8
201,10
202,12
203,8
204,10
205,10
206,7
207,13
208,6
209,11
210,9
211,16
212,17
213,7
214,6
215,12
216,9
217,13
218,6
219,12
220,12
221,4
222,10
223,12
224,8
225,11
226,8
227,8
228,8
229,10
230,12
231,11
232,13
233,3
234,7
235,12
236,6
237,12
238,7
239,6
240,12
241,9
242,7
243,9
244,7
245,13
246,10
247,12
248,14
249,15
250,11
251,8
252,6
253,5
254,11
255,5
256,7
257,18
258,5
259,14
260,14
261,11
262,17
263,9
264,11
265,6
266,12
267,10
268,8
269,9
270,12
271,7
272,10
273,17
274,4
275,10
276,11
277,9
278,15
279,9
280,7
281,12
282,11
283,16
284,7
285,17
286,9
287,8
288,6
289,12
290,11
291,10
292,12
293,6
294,10
295,7
296,10
297,8
298,10
299,21
300,12
301,16
302,10
303,13
304,11
305,7
306,13
307,8
308,12
309,11
310,6
311,8
312,13
313,13
314,18
315,7
316,9
317,10
318,10
319,22
320,10
321,13
322,6
323,8
324,6
325,13
326,11
327,11
328,7
329,9
330,9
331,12
332,9
333,8
334,12
335,8
336,11
337,11
338,12
339,10
340,10
341,12
342,11
343,5
344,18
345,7
346,8
347,8
348,9
349,16
350,17
351,10
352,16
353,4
354,11
355,15
356,9
357,8
358,8
359,10
360,4
361,10
362,12
363,13
364,6
365,11
366,8
367,10
368,8
369,11
370,10
371,11
372,13
373,7
374,7
375,14
376,11
377,8
378,9
379,8
380,12
381,11
382,5
383,4
384,20
385,9
386,7
387,12
388,18
389,7
390,10
391,2
392,12
393,8
394,7
395,7
396,6
397,19
398,6
399,10
400,9
401,8
402,10
403,13
404,8
405,7
406,12
407,8
408,12
409,14
410,13
411,8
412,12
413,12
414,3
415,6
416,11
417,6
418,6
419,14
420,5
421,10
422,13
423,12
424,10
425,5
426,12
427,11
428,12
429,6
430,8
431,9
432,7
433,8
434,11
435,16
436,12
437,9
438,8
439,13
440,8
441,9
442,12
443,12
444,11
445,15
446,9
447,12
448,14
449,8
450,8
451,13
452,8
453,16
454,15
455,9
456,10
457,13
458,12
459,9
460,3
461,15
462,6
463,12
464,11
465,5
466,14
467,14
468,7
469,9
470,9
471,11
472,14
473,10
474,10
475,20
476,12
477,9
478,10
479,7
480,10
481,9
482,6
483,7
484,8
485,9
486,7
487,8
488,9
489,8
490,14
491,10
492,12
493,8
494,13
495,13
496,13
497,9
498,7
499,8
500,10
501,14
502,14
503,6
504,8
505,12
506,9
507,11
508,7
509,7
510,11
511,8
512,8
513,11
514,10
515,7
516,16
517,7
518,14
519,18
520,12
521,18
522,11
523,4
524,15
525,7
526,10
527,15
528,7
529,10
530,14
531,10
532,7
533,11
534,15
535,8
536,7
537,9
538,8
539,9
540,8
541,14
542,6
543,12
544,9
545,19
546,10
547,5
548,11
549,10
550,8
551,14
552,6
553,19
554,14
555,9
556,9
557,6
558,7
559,13
560,15
561,11
562,9
563,7
564,13
565,9
566,9
567,14
568,9
569,7
570,9
571,10
572,10
573,17
574,12
575,8
576,9
577,10
578,11
579,14
580,10
581,11
582,12
583,13
584,5
585,10
586,8
587,6
588,9
589,7
590,9
591,8
592,8
593,13
594,7
